District,Year,Total_Accounts_Thousands,Total_Deposits_Rs_Million,Metro_Accounts_Thousands,Metro_Deposits_Cr,Rural_Accounts_Thousands,Rural_Deposits_Cr,SemiUrban_Accounts_Thousands,SemiUrban_Deposits_Cr,Urban_Accounts_Thousands,Urban_Deposits_Cr,Total_Deposits_Cr
DAKSHIN KANNAD,2017-18,5460.801,394883.893,,,1693.246,5136.3904,1373.219,6200.775,2394.336,28151.2239,39488.39
DAMAN,2009-10,160.665,8481.395,,,,,160.665,848.1395,,,848.14
DAMAN,2010-11,175.026,10333.486,,,0.101,0.5234,174.925,1032.8252,,,1033.35
DAMAN,2011-12,202.72,13519.345,,,1.047,1.826,201.673,1350.1085,,,1351.93
DAMAN,2012-13,234.156,17062.69,,,2.695,4.693,231.461,1701.576,,,1706.27
DAMAN,2013-14,266.412,19112.616,,,5.232,7.9916,261.18,1903.27,,,1911.26
DAMAN,2014-15,301.749,20997.622,,,9.922,15.7308,291.827,2084.0314,,,2099.76
DAMAN,2015-16,339.674,23831.27,,,11.083,30.3418,328.591,2352.7852,,,2383.13
DAMAN,2016-17,402.465,27382.256,,,,,402.465,2738.2256,,,2738.23
DAMAN,2017-18,418.378,29405.516,,,,,418.378,2940.5516,,,2940.55
DAMOH,2009-10,321.963,9118.559,,,137.023,202.0722,61.995,136.2528,122.945,573.5309,911.86
DAMOH,2010-11,402.991,10680.355,,,170.665,232.8601,82.018,165.3002,150.308,669.8752,1068.04
DAMOH,2011-12,479.14,11848.832,,,203.825,266.3542,107.808,201.666,167.507,716.863,1184.88
DAMOH,2012-13,428.838,14126.583,,,155.006,312.1242,108.331,245.3757,165.501,855.1584,1412.66
DAMOH,2013-14,666.675,15988.951,,,288.643,352.1962,164.247,273.5456,213.785,973.1533,1598.9
DAMOH,2014-15,1016.901,17884.785,,,438.432,394.154,278.272,306.4903,300.197,1087.8342,1788.48
DAMOH,2015-16,1343.574,20241.386,,,580.778,419.6933,359.63,362.1208,403.166,1242.3245,2024.14
DAMOH,2016-17,1544.024,24548.289,,,677.922,566.3452,411.653,481.3189,454.449,1407.1648,2454.83
DAMOH,2017-18,1599.395,25834.661,,,703.117,579.61,422.676,524.551,473.602,1479.3051,2583.47
DANGS,2009-10,105.591,1823.648,,,45.619,47.5891,59.972,134.7757,,,182.36
DANGS,2010-11,101.333,2391.664,,,41.554,59.0506,59.779,180.1158,,,239.17
DANGS,2011-12,110.852,2816.655,,,45.329,65.411,65.523,216.2545,,,281.67
DANGS,2012-13,134.787,3398.453,,,55.939,83.155,78.848,256.6903,,,339.85
DANGS,2013-14,169.385,3601.535,,,73.44,90.1782,95.945,269.9753,,,360.15
DANGS,2014-15,201.914,4636.023,,,86.875,106.9826,115.039,356.6197,,,463.6
DANGS,2015-16,240.661,5464.202,,,99.101,119.2136,141.56,427.2066,,,546.42
DANGS,2016-17,278.458,5526.932,,,115.255,161.1163,163.203,391.5769,,,552.69
DANGS,2017-18,297.214,6000.601,,,124.141,177.1234,173.073,422.9367,,,600.06
DANTEWADA,2009-10,165.824,6531.545,,,128.96,422.5974,36.864,230.5571,,,653.15
DANTEWADA,2010-11,173.657,8059.159,,,140.649,517.5598,33.008,288.3561,,,805.92
DANTEWADA,2011-12,202.544,9138.999,,,163.591,578.3349,38.953,335.565,,,913.9
DANTEWADA,2012-13,150.984,8477.497,,,112.514,462.3677,38.47,385.382,,,847.75
DANTEWADA,2013-14,163.674,8165.957,,,120.79,458.7014,42.884,357.8943,,,816.6
DANTEWADA,2014-15,212.034,8620.426,,,157.827,490.0736,54.207,371.969,,,862.04
DANTEWADA,2015-16,247.62,9683.797,,,188.204,583.5951,59.416,384.7846,,,968.38
DANTEWADA,2016-17,286.986,11599.888,,,130.117,262.4075,156.869,897.5813,,,1159.99
DANTEWADA,2017-18,315.749,12504.116,,,148.119,287.5996,167.63,962.812,,,1250.41
DARBHANGA,2009-10,991.449,30633.845,,,506.306,901.867,113.79,241.7167,371.353,1919.8008,3063.38
DARBHANGA,2010-11,1139.894,34797.159,,,563.715,994.9976,140.95,274.8298,435.229,2209.8885,3479.72
DARBHANGA,2011-12,1316.631,43601.651,,,651.157,1174.2301,193.043,358.7889,472.431,2827.1461,4360.17
DARBHANGA,2012-13,1577.462,48490.17,,,784.17,1314.1236,248.488,447.5096,544.804,3087.3838,4849.02
DARBHANGA,2013-14,1800.125,55477.837,,,907.524,1581.5247,288.323,533.1397,604.278,3433.1193,5547.78
DARBHANGA,2014-15,2354.541,65516.997,,,1270.052,1808.5984,380.589,604.1669,703.9,4138.9344,6551.7
DARBHANGA,2015-16,3050.445,72383.322,,,1624.844,2022.7929,583.207,773.9271,842.394,4441.6122,7238.33
DARBHANGA,2016-17,3626.749,86306.237,,,1630.152,2007.939,1039.683,1398.8958,956.914,5223.7889,8630.62
DARBHANGA,2017-18,3875.355,94612.68,,,1753.469,2286.4923,1112.632,1609.0639,1009.254,5565.7118,9461.27
DARJILING,2009-10,1290.385,48083.096,,,285.57,520.165,208.927,655.7432,795.888,3632.4014,4808.31
DARJILING,2010-11,1407.679,56344.442,,,311.688,602.3694,234.52,749.3098,861.471,4282.765,5634.44
DARJILING,2011-12,1538.099,66894.094,,,354.235,706.4295,248.015,864.9728,935.849,5118.0071,6689.41
DARJILING,2012-13,1720.227,78706.732,,,417.582,855.9697,271.716,1015.595,1030.929,5999.1085,7870.67
DARJILING,2013-14,1930.908,92465.082,,,522.111,1059.6766,305.216,1218.1329,1103.581,6968.6987,9246.51
DARJILING,2014-15,2433.246,109572.71,,,727.804,1299.1903,390.654,1479.1418,1314.788,8178.9389,10957.27
DARJILING,2015-16,2933.101,125370.547,,,927.739,1590.9638,390.556,1457.7004,1614.806,9488.3905,12537.05
DARJILING,2016-17,3321.661,151723.506,,,982.883,1825.9033,576.046,2064.2258,1762.732,11282.2215,15172.35
DARJILING,2017-18,3343.076,159205.574,,,938.7,1760.3497,604.873,2221.3308,1799.503,11938.8769,15920.56
DARRANG,2009-10,297.72,4673.051,,,140.429,112.767,157.291,354.5381,,,467.31
DARRANG,2010-11,355.526,6045.991,,,176.389,152.5287,179.137,452.0704,,,604.6
DARRANG,2011-12,408.677,6917.581,,,191.899,164.2336,216.778,527.5245,,,691.76
DARRANG,2012-13,457.67,8175.62,,,210.659,181.659,247.011,635.903,,,817.56
DARRANG,2013-14,538.284,9406.122,,,242.436,196.028,295.848,744.5842,,,940.61
DARRANG,2014-15,722.479,11290.475,,,331.138,245.5375,391.341,883.51,,,1129.05
DARRANG,2015-16,886.234,11827.828,,,399.015,285.1793,487.219,897.6035,,,1182.78
DARRANG,2016-17,1074.058,13568.199,,,504.516,322.1188,569.542,1034.7011,,,1356.82
DARRANG,2017-18,1175.199,15342.768,,,562.211,371.6785,612.988,1162.5983,,,1534.28
DATIA,2009-10,240.225,6007.374,,,85.862,140.2242,154.363,460.5132,,,600.74
DATIA,2010-11,278.414,6783.087,,,100.645,147.582,177.769,530.7267,,,678.31
DATIA,2011-12,344.812,8300.921,,,125.553,178.5618,219.259,651.5303,,,830.09
DATIA,2012-13,381.828,9698.583,,,130.387,205.2499,251.441,764.6084,,,969.86
DATIA,2013-14,454.701,11153.282,,,149.726,229.0691,304.975,886.2591,,,1115.33
DATIA,2014-15,565.488,13196.46,,,182.956,305.987,382.532,1013.659,,,1319.65
DATIA,2015-16,741.846,13583.493,,,265.896,254.5715,475.95,1103.7778,,,1358.35
DATIA,2016-17,825.122,17028.52,,,250.746,281.7121,270.719,423.6168,303.657,997.5231,1702.85
DATIA,2017-18,878.725,18704.749,,,269.804,284.2394,285.779,465.6967,323.142,1120.5388,1870.47
DAUSA,2009-10,537.579,11006.108,,,191.23,255.1283,346.349,845.4825,,,1100.61
DAUSA,2010-11,591.428,13152.428,,,208.429,292.3783,382.999,1022.8645,,,1315.24
DAUSA,2011-12,687.685,14817.462,,,227.712,333.6103,459.973,1148.1359,,,1481.75
DAUSA,2012-13,781.342,17437.067,,,250.039,376.2206,531.303,1367.4861,,,1743.71
DAUSA,2013-14,943.321,20407.85,,,304.218,426.3259,639.103,1614.4591,,,2040.78
DAUSA,2014-15,1325.455,23475.086,,,431.516,499.7659,893.939,1847.7427,,,2347.51
DAUSA,2015-16,1673.534,27457.283,,,604.457,693.1168,1069.077,2052.6115,,,2745.73
DAUSA,2016-17,1802.437,34218.555,,,620.585,773.9114,1181.852,2647.9441,,,3421.86
DAUSA,2017-18,1909.18,37434.894,,,664.6,828.5925,1244.58,2914.8969,,,3743.49
DAVANGERE,2009-10,1037.734,25812.853,,,444.523,463.2316,250.299,635.8291,342.912,1482.2246,2581.29
DAVANGERE,2010-11,1252.394,27475.776,,,570.418,523.3214,275.539,634.3119,406.437,1589.9443,2747.58
DAVANGERE,2011-12,1272.747,32032.81,,,506.714,558.7777,321.592,744.1814,444.441,1900.3219,3203.28
DAVANGERE,2012-13,1497.66,38554.221,,,570.049,674.4345,399.626,866.4542,527.985,2314.5334,3855.42
DAVANGERE,2013-14,1890.313,47027.451,,,750.207,861.7824,494.832,1084.3099,645.274,2756.6528,4702.75
DAVANGERE,2014-15,2302,52815.63,,,935.754,961.8946,580.228,1187.6106,786.018,3132.0578,5281.56
DAVANGERE,2015-16,2502.735,59253.839,,,1022.885,1126.5687,620.063,1310.6693,859.787,3488.1459,5925.38
DAVANGERE,2016-17,2755.883,71962.771,,,1037.923,1230.67,796.364,1646.8272,921.596,4318.7799,7196.28
DAVANGERE,2017-18,2961.195,74854.869,,,1127.96,1222.5152,853.619,1715.7148,979.616,4547.2569,7485.49
DEHRA DUN,2009-10,2122.984,212161.762,,,431.907,1401.9935,432.977,2041.9612,1258.1,17772.2215,21216.18
DEHRA DUN,2010-11,2340.613,243438.628,,,480.053,1649.0284,474.527,2420.2792,1386.033,20274.5552,24343.86
DEHRA DUN,2011-12,2624.86,284221.645,,,555.951,2026.4507,516.562,2822.6256,1552.347,23573.0882,28422.16
DEHRA DUN,2012-13,2925.298,331555.887,,,624.858,2501.7808,588.432,3207.2811,1712.008,27446.5268,33155.59
DEHRA DUN,2013-14,3246.962,383851.426,,,733.762,3192.8038,642.032,3920.1242,1871.168,31272.2146,38385.14
DEHRA DUN,2014-15,3718.276,445372.905,,,876.61,3496.1327,713.917,4851.2934,2127.749,36189.8644,44537.29
DEHRA DUN,2015-16,4154.282,476764.515,,,961.637,3339.0286,805.647,5192.0437,2386.998,39145.3792,47676.45
DEHRA DUN,2016-17,4571.556,545480.09,,,1043.279,3864.1002,921.002,6446.313,2607.275,44237.5958,54548.01
DEHRA DUN,2017-18,4728.412,588657.511,,,1115.279,4195.1313,957.15,6213.5519,2655.983,48457.0679,58865.75
DELHI,2009-10,37782.812,5650134.089,36640.607,558649.1808,746.286,4414.0977,395.919,1950.1304,,,565013.41
DELHI,2010-11,30920.716,6359229.241,29645.648,629837.481,835.227,3859.761,439.841,2225.6821,,,635922.92
DELHI,2011-12,30317.966,6841333.528,28852.364,676532.3191,978.411,4900.1693,487.191,2700.8644,,,684133.35
DELHI,2012-13,33741.176,7521865.208,32136.265,743767.6156,1071.394,5115.2919,527.557,3298.2363,5.96,5.377,752186.52
DELHI,2013-14,37101.414,8146645.233,35104.424,804895.2225,1318.381,5912.001,666.634,3841.9448,11.975,15.355,814664.52
DELHI,2014-15,41268.976,8843833.622,38834.696,874025.4048,1582.658,6476.2659,836.111,3858.3767,15.511,23.3148,884383.36
DELHI,2015-16,45466.731,9670586.9,42705.664,955344.009,1717.129,6617.9947,1043.938,5096.6863,,,967058.69
DELHI,2016-17,49127.938,10924548.34,46146.502,1078123.916,1338.069,5315.1382,1453.991,8238.1985,189.376,777.5808,1092454.83
DELHI,2017-18,49891.675,11446415.23,47075.725,1129326.173,903.531,3988.8262,1691.605,10359.0798,220.814,967.4448,1144641.52
DEOGARH,2009-10,114.772,2572.005,,,84.152,109.1552,30.62,148.0453,,,257.2
DEOGARH,2010-11,119.213,3379.18,,,85.496,136.8734,33.717,201.0446,,,337.92
DEOGARH,2011-12,145.736,4323.878,,,99.097,161.8438,46.639,270.544,,,432.39
DEOGARH,2012-13,171.341,4945.788,,,116.367,186.335,54.974,308.2438,,,494.58
DEOGARH,2013-14,211.611,5767.187,,,142.716,228.0542,68.895,348.6645,,,576.72
DEOGARH,2014-15,285.55,6533.984,,,189.19,285.4586,96.36,367.9398,,,653.4
DEOGARH,2015-16,332.057,7565.631,,,214.379,305.291,117.678,451.2721,,,756.56
DEOGARH,2016-17,389.652,8860.857,,,249.873,359.4936,139.779,526.5921,,,886.09
DEOGARH,2017-18,415.356,9831.205,,,268.412,419.4512,146.944,563.6693,,,983.12
DEOGHAR,2009-10,518.909,18017.131,,,231.181,386.9811,287.728,1414.732,,,1801.71
DEOGHAR,2010-11,597.102,20775.429,,,264.288,457.1895,332.814,1620.3534,,,2077.54
DEOGHAR,2011-12,638.393,23916.606,,,295.263,497.7748,343.13,1893.8858,,,2391.66
DEOGHAR,2012-13,736.355,27262.254,,,344.321,624.4894,392.034,2101.736,,,2726.23
DEOGHAR,2013-14,929.018,31904.008,,,460.331,727.1968,468.687,2463.204,,,3190.4
DEOGHAR,2014-15,1135.966,37968.289,,,590.869,885.8439,545.097,2910.985,,,3796.83
DEOGHAR,2015-16,1497.39,44198.325,,,841.545,1046.1022,655.845,3373.7303,,,4419.83
DEOGHAR,2016-17,1860.315,54061.622,,,1062.307,1250.0922,221.7,522.5619,576.308,3633.5081,5406.16
DEOGHAR,2017-18,2066.638,60031.262,,,1204.908,1391.5104,247.378,582.2642,614.352,4029.3516,6003.13
DEORIA,2009-10,1481.02,29347.177,,,832.069,1120.4746,383.91,737.1316,265.041,1077.1115,2934.72
DEORIA,2010-11,1832.578,33869.432,,,1041.47,1264.2323,468.68,865.9825,322.428,1256.7284,3386.94
DEORIA,2011-12,2037.306,39718.377,,,1196.82,1489.4643,491.954,1017.4567,348.532,1464.9167,3971.84
DEORIA,2012-13,2546.818,48120.21,,,1535.917,1773.6577,620.382,1251.7259,390.519,1786.6374,4812.02
DEORIA,2013-14,2860.431,56746.527,,,1722.568,2119.0416,706.692,1520.8895,431.171,2034.7216,5674.65
DEORIA,2014-15,3273.471,65198.754,,,1958.941,2445.9561,821.438,1755.5479,493.092,2318.3714,6519.88
DEORIA,2015-16,3784.967,73123.455,,,2266.794,2801.6825,947.868,1964.1954,570.305,2546.4676,7312.35
DEORIA,2016-17,4062.875,87777.822,,,2372.458,3443.559,1044.976,2368.5291,645.441,2965.6941,8777.78
DEORIA,2017-18,4281.731,97065.465,,,2491.292,3746.7597,1111.547,2584.0443,678.892,3375.7425,9706.55
DEVBHUMI DWARKA,2015-16,784.654,28371.42,,,189.169,496.6478,595.485,2340.4942,,,2837.14
DEVBHUMI DWARKA,2016-17,888.897,37239.643,,,213.902,678.4089,674.995,3045.5554,,,3723.96
DEVBHUMI DWARKA,2017-18,932.768,38577.688,,,233.931,710.1647,698.837,3147.6041,,,3857.77
DEWAS,2009-10,709.418,18154.237,,,278.827,347.4487,172.656,308.0292,257.935,1159.9458,1815.42
DEWAS,2010-11,772.04,19395.72,,,295.608,407.5676,191.427,366.9867,285.005,1165.0177,1939.57
DEWAS,2011-12,874.192,21102.209,,,328.895,426.8393,226.957,393.0072,318.34,1290.3744,2110.22
DEWAS,2012-13,1004.101,23193.259,,,369.198,450.8324,271.179,476.5282,363.724,1391.9653,2319.33
DEWAS,2013-14,1168.753,27345.629,,,430.668,511.5999,326.482,549.4921,411.603,1673.4709,2734.56
DEWAS,2014-15,1517.716,30556.713,,,540.582,539.2115,462.982,627.6046,514.152,1888.8552,3055.67
DEWAS,2015-16,1779.927,33884.941,,,658.149,592.2944,546.065,690.3177,575.713,2105.882,3388.49
DEWAS,2016-17,2005.517,40992.824,,,700.201,732.5497,671.356,942.7212,633.96,2424.0115,4099.28
DEWAS,2017-18,2142.299,43102.99,,,745.486,717.3237,721.522,946.9528,675.291,2646.0225,4310.3
DHALAI,2009-10,140.524,3654.318,,,140.524,365.4318,,,,,365.43
DHALAI,2010-11,159.296,3745.581,,,159.296,374.5581,,,,,374.56
DHALAI,2011-12,198.783,4627.664,,,198.783,462.7664,,,,,462.77
DHALAI,2012-13,239.286,4537.109,,,239.286,453.7109,,,,,453.71
DHALAI,2013-14,308.899,5479.158,,,308.899,547.9158,,,,,547.92
DHALAI,2014-15,380.415,6221.609,,,380.415,622.1609,,,,,622.16
DHALAI,2015-16,436.624,6975.542,,,436.624,697.5542,,,,,697.55
DHALAI,2016-17,489.375,7588.977,,,355.504,381.3204,133.871,377.5773,,,758.9
DHALAI,2017-18,522.034,8276.987,,,379.593,415.5654,142.441,412.1333,,,827.7
DHAMTARI,2009-10,251.472,7225.41,,,98.77,95.911,152.702,626.63,,,722.54
DHAMTARI,2010-11,296.3,8634.414,,,105.108,101.9631,191.192,761.4783,,,863.44
DHAMTARI,2011-12,337.493,10155.126,,,116.021,119.9477,221.472,895.5649,,,1015.51
DHAMTARI,2012-13,393.509,11563.977,,,132.239,152.1442,261.27,1004.2535,,,1156.4
DHAMTARI,2013-14,649.477,14164.824,,,206.919,224.1525,442.558,1192.3299,,,1416.48
DHAMTARI,2014-15,909.537,15913.146,,,322.491,266.9026,587.046,1324.412,,,1591.31
DHAMTARI,2015-16,1091.827,17712.27,,,392.6,323.5127,699.227,1447.7143,,,1771.23
DHAMTARI,2016-17,1308.802,24113.922,,,412.583,385.769,266.822,456.2652,629.397,1569.358,2411.39
DHAMTARI,2017-18,1325.43,24500.746,,,425.893,427.7773,255.444,477.7888,644.093,1544.5085,2450.07
DHANBAD,2009-10,1487.539,90294.485,,,426.133,1249.177,573.745,2203.4007,487.661,5576.8708,9029.45
DHANBAD,2010-11,1684.078,107239.618,,,529.908,1712.9164,621.015,2661.0997,533.155,6349.9457,10723.96
DHANBAD,2011-12,1873.562,115436.995,604.833,2704.1219,471.581,1454.4861,209.75,875.6679,587.398,6509.4236,11543.7
DHANBAD,2012-13,2111.735,140536.765,1359.513,11368.6527,522.744,1662.9897,229.478,1022.0341,,,14053.68
DHANBAD,2013-14,2422.76,154303.946,1526.864,12193.0355,632.011,1985.161,263.885,1252.1981,,,15430.39
DHANBAD,2014-15,2809.811,183250.763,1752.291,14521.3384,750.144,2313.0257,307.376,1490.7122,,,18325.08
DHANBAD,2015-16,3327.598,192183.98,1997.428,15276.8614,933.219,2241.8021,396.951,1699.7345,,,19218.4
DHANBAD,2016-17,3750.651,218907.383,2181.54,17178.5464,941.492,2212.8755,627.619,2499.3164,,,21890.74
DHANBAD,2017-18,3987.531,232825.587,2273.941,18247.4359,1033.214,2427.2749,680.376,2607.8479,,,23282.56
DHAR,2009-10,842.935,20077.816,,,412.068,700.9895,430.867,1306.7921,,,2007.78
DHAR,2010-11,985.19,22377.894,,,481.195,814.8313,503.995,1422.9581,,,2237.79
DHAR,2011-12,1188.984,25939.629,,,578.955,907.7423,610.029,1686.2206,,,2593.96
DHAR,2012-13,1275.908,32206.01,,,606.119,1146.4265,669.789,2074.1745,,,3220.6
DHAR,2013-14,1541.496,34760.399,,,725.281,1158.0333,816.215,2318.0066,,,3476.04
DHAR,2014-15,1974.094,38114.974,,,910.816,1235.7656,1063.278,2575.7318,,,3811.5
DHAR,2015-16,2483.092,43586.402,,,1145.674,1272.121,1337.418,3086.5192,,,4358.64
DHAR,2016-17,2845.592,59828.941,,,1281.029,1558.5556,1228.126,2833.9394,336.437,1590.3991,5982.89
DHAR,2017-18,3029.062,62021.992,,,1360.326,1715.3372,1308.228,3037.3166,360.508,1449.5454,6202.2
DHARMAPURI,2009-10,680.095,12111.477,,,280.717,325.133,399.378,886.0147,,,1211.15
DHARMAPURI,2010-11,729.714,14255.62,,,300.326,392.6654,429.388,1032.8966,,,1425.56
DHARMAPURI,2011-12,864.557,16670.421,,,359.484,452.3862,505.073,1214.6559,,,1667.04
DHARMAPURI,2012-13,1037.288,18154.204,,,427.829,500.5429,609.459,1314.8775,,,1815.42
DHARMAPURI,2013-14,1332.679,19673.175,,,573.669,530.4056,759.01,1436.9119,,,1967.32
DHARMAPURI,2014-15,1599.066,23562.825,,,681.64,624.8997,917.426,1731.3828,,,2356.28
DHARMAPURI,2015-16,1749.486,26237.573,,,731.42,657.8026,1018.066,1965.9547,,,2623.76
DHARMAPURI,2016-17,1897.156,31462.136,,,786.842,794.2647,1110.314,2351.9489,,,3146.21
DHARMAPURI,2017-18,2139.056,32584.244,,,841.215,811.0976,1297.841,2447.3268,,,3258.42
DHARWAD,2009-10,1967.412,71533.662,,,376.242,452.5353,201.065,321.0496,1390.105,6379.7813,7153.37
DHARWAD,2010-11,2081.661,82955.427,,,343.049,572.5658,213.73,336.3235,1524.882,7386.6534,8295.54
DHARWAD,2011-12,2326.801,96247.475,,,447.681,638.0087,251.234,378.4242,1627.886,8608.3146,9624.75
DHARWAD,2012-13,2699.72,109003.697,,,524.589,785.7357,300.052,429.1231,1875.079,9685.5109,10900.37
DHARWAD,2013-14,3079.567,127632.524,,,582.091,946.6413,347.034,508.2194,2150.442,11308.3917,12763.25
DHARWAD,2014-15,3537.735,146557.961,,,713.211,1058.8514,420.218,572.48,2404.306,13024.4647,14655.8
DHARWAD,2015-16,3821.971,165449.335,,,787.461,1168.0082,456.58,632.9951,2577.93,14743.9302,16544.93
DHARWAD,2016-17,4073.848,189014.125,,,830.083,1233.4667,501.51,815.2811,2742.255,16852.6647,18901.41
DHARWAD,2017-18,4209.849,204937.345,,,867.675,1304.1213,526.348,830.5124,2815.826,18359.1008,20493.73
DHEMAJI,2009-10,171.281,3400.53,,,103.849,130.8875,67.432,209.1655,,,340.05
DHEMAJI,2010-11,208.369,4488.531,,,121.16,182.3791,87.209,266.474,,,448.85
DHEMAJI,2011-12,253.812,4787.16,,,152.653,183.2228,101.159,295.4932,,,478.72
DHEMAJI,2012-13,274.4,4973.465,,,158.543,186.5671,115.857,310.7794,,,497.35
DHEMAJI,2013-14,327.355,5418.894,,,190.396,213.8112,136.959,328.0782,,,541.89
DHEMAJI,2014-15,468.06,6836.571,,,279.381,285.8806,188.679,397.7765,,,683.66
DHEMAJI,2015-16,633.693,6973.381,,,402.487,307.6207,231.206,389.7174,,,697.34
DHEMAJI,2016-17,844.382,9068.655,,,559.798,452.8952,284.584,453.9703,,,906.87
DHEMAJI,2017-18,901.19,10105.834,,,587.582,486.6511,313.608,523.9323,,,1010.58
DHENKANAL,2009-10,503.082,13738.266,,,293.471,558.314,209.611,815.5126,,,1373.83
DHENKANAL,2010-11,561.041,17454.691,,,328.38,685.9082,232.661,1059.5609,,,1745.47
DHENKANAL,2011-12,680.051,20587.507,,,412.81,796.3341,267.241,1262.4166,,,2058.75
DHENKANAL,2012-13,1695.154,23817.403,,,1376.701,968.8519,318.453,1412.8884,,,2381.74
DHENKANAL,2013-14,917.732,29402.385,,,541.534,1154.4447,376.198,1785.7938,,,2940.24
DHENKANAL,2014-15,1134.527,31375.81,,,666.974,1304.8119,467.553,1832.7691,,,3137.58
DHENKANAL,2015-16,1300.262,34982.164,,,777.723,1508.7679,522.539,1989.4485,,,3498.22
DHENKANAL,2016-17,1496.551,42155.686,,,900.801,1774.2574,595.75,2441.3112,,,4215.57
DHENKANAL,2017-18,1582.261,46489.928,,,957.197,2001.2027,625.064,2647.7901,,,4648.99
DHOLPUR,2009-10,242.147,6611.467,,,75.558,117.0716,166.589,544.0751,,,661.15
DHOLPUR,2010-11,280.215,8308.176,,,85.399,134.7758,194.816,696.0418,,,830.82
DHOLPUR,2011-12,327.026,9536.165,,,100.941,163.8386,226.085,789.7779,,,953.62
DHOLPUR,2012-13,353.376,10512.542,,,101.813,167.2425,251.563,884.0117,,,1051.25
DHOLPUR,2013-14,413.879,12183.018,,,131.615,188.7308,282.264,1029.571,,,1218.3
DHOLPUR,2014-15,559.358,13652.097,,,183.35,218.3632,376.008,1146.8465,,,1365.21
DHOLPUR,2015-16,912.117,15901.247,,,341.099,255.5467,571.018,1334.578,,,1590.12
DHOLPUR,2016-17,1019.676,19938.327,,,266.636,183.649,444.922,709.8486,308.118,1100.3351,1993.83
DHOLPUR,2017-18,1096.255,21022.562,,,277.988,181.2526,490.93,744.992,327.337,1176.0116,2102.26
DHUBRI,2009-10,429.924,8358.037,,,188.578,204.5385,241.346,631.2652,,,835.8
DHUBRI,2010-11,483.913,10334.876,,,213.155,247.0456,270.758,786.442,,,1033.49
DHUBRI,2011-12,558.989,11600.37,,,247.585,299.8747,311.404,860.1623,,,1160.04
DHUBRI,2012-13,607.783,13145.995,,,268.682,343.0896,339.101,971.5099,,,1314.6
DHUBRI,2013-14,808.328,15030.446,,,399.614,403.8465,408.714,1099.1981,,,1503.04
DHUBRI,2014-15,1097.995,17130.537,,,549.932,474.639,548.063,1238.4147,,,1713.05
DHUBRI,2015-16,1408.826,18356.3,,,728.554,525.8128,680.272,1309.8172,,,1835.63
DHUBRI,2016-17,1814.915,21839.657,,,973.597,618.9517,841.318,1565.014,,,2183.97
DHUBRI,2017-18,1711.483,22572.576,,,868.27,614.6636,843.213,1642.594,,,2257.26
DHULE,2009-10,551.193,19861.771,,,137.987,267.5248,130.618,362.2431,282.588,1356.4092,1986.18
DHULE,2010-11,680.965,23353.329,,,189.98,309.8773,171.512,475.9903,319.473,1549.4653,2335.33
DHULE,2011-12,816.873,28001.464,,,242.145,361.8754,206.65,609.6318,368.078,1828.6392,2800.15
DHULE,2012-13,1145.829,35358.364,,,395.274,503.144,299.631,820.3028,450.924,2212.3896,3535.84
DHULE,2013-14,1417.607,44465.081,,,511.771,617.0442,394.972,1073.1805,510.864,2756.2834,4446.51
DHULE,2014-15,1718.89,50649.367,,,617.4,693.8529,493.222,1217.0455,608.268,3154.0383,5064.94
DHULE,2015-16,1962.711,54235.194,,,721.758,779.4999,581.943,1359.0386,659.01,3284.9809,5423.52
DHULE,2016-17,2221.779,68936.041,,,732.633,906.3226,778.029,1823.3529,711.117,4163.9286,6893.6
DHULE,2017-18,2361.145,71225.496,,,817.675,970.6508,813.104,1900.3046,730.366,4251.5942,7122.55
DIBANG VALLEY,2009-10,3.161,153.364,,,3.161,15.3364,,,,,15.34
DIBANG VALLEY,2010-11,3.214,174.111,,,3.214,17.4111,,,,,17.41
DIBANG VALLEY,2011-12,3.492,224.183,,,3.492,22.4183,,,,,22.42
DIBANG VALLEY,2012-13,3.774,261.973,,,3.774,26.1973,,,,,26.2
DIBANG VALLEY,2013-14,4.072,259.498,,,4.072,25.9498,,,,,25.95
DIBANG VALLEY,2014-15,4.936,352.312,,,4.936,35.2312,,,,,35.23
DIBANG VALLEY,2015-16,5.785,341.257,,,5.785,34.1257,,,,,34.13
DIBANG VALLEY,2016-17,6.786,705.743,,,6.786,70.5743,,,,,70.57
DIBANG VALLEY,2017-18,6.877,641.332,,,6.877,64.1332,,,,,64.13
DIBRUGARH,2009-10,796.195,44612.587,,,316.969,449.5311,200.355,2579.5008,278.871,1432.2268,4461.26
DIBRUGARH,2010-11,884.768,53171.363,,,353.746,556.4625,235.005,2903.2298,296.017,1857.444,5317.14
DIBRUGARH,2011-12,973.056,53662.001,,,374.658,648.4235,269.334,2771.6684,329.064,1946.1082,5366.2
DIBRUGARH,2012-13,1074.879,66441.782,,,429.099,773.0174,286.845,3520.2603,358.935,2350.9005,6644.18
DIBRUGARH,2013-14,1220.525,60133.907,,,507.967,926.0098,320.907,2602.6092,391.651,2484.7717,6013.39
DIBRUGARH,2014-15,1391.496,74836.213,,,593.787,1122.1228,348.938,3477.4601,448.771,2884.0384,7483.62
DIBRUGARH,2015-16,1626.717,80224.551,,,695.133,1302.187,411.811,3359.0229,519.773,3361.2452,8022.46
DIBRUGARH,2016-17,1959.573,78842.807,,,978.728,1694.4791,406.384,2584.0161,574.461,3605.7855,7884.28
