District,Year,Total_Accounts_Thousands,Total_Deposits_Rs_Million,Metro_Accounts_Thousands,Metro_Deposits_Cr,Rural_Accounts_Thousands,Rural_Deposits_Cr,SemiUrban_Accounts_Thousands,SemiUrban_Deposits_Cr,Urban_Accounts_Thousands,Urban_Deposits_Cr,Total_Deposits_Cr
RAMBAN,2016-17,361.198,10406.505,,,349.41,1017.4757,11.788,23.1748,,,1040.65
RAMBAN,2017-18,385.095,11248.252,,,372.417,1098.6711,12.678,26.1541,,,1124.83
RAMGARH,2009-10,497.808,16907.242,,,174.338,494.2094,323.47,1196.5148,,,1690.72
RAMGARH,2010-11,560.869,21097.581,,,199.868,618.8312,361.001,1490.9269,,,2109.76
RAMGARH,2011-12,639.997,24434.25,,,237.351,761.2655,402.646,1682.1595,,,2443.43
RAMGARH,2012-13,789.12,29314.634,,,299.082,918.0163,490.038,2013.4471,,,2931.46
RAMGARH,2013-14,893.08,33122.584,,,349.695,1073.7517,543.385,2238.5067,,,3312.26
RAMGARH,2014-15,1046.853,40123.722,,,409.829,1320.9104,637.024,2691.4618,,,4012.37
RAMGARH,2015-16,1192.096,44101.171,,,398.263,1062.1478,793.833,3347.9693,,,4410.12
RAMGARH,2016-17,1326.058,52113.828,,,430.652,1227.3835,895.406,3983.9993,,,5211.38
RAMGARH,2017-18,1428.773,56277.233,,,480.298,1344.1865,948.475,4283.5368,,,5627.72
RAMPUR,2009-10,841.694,14102.083,,,426.832,355.6048,198.638,295.3095,216.224,759.294,1410.21
RAMPUR,2010-11,1001.122,17687.106,,,519.577,501.4671,243.148,330.6025,238.397,936.641,1768.71
RAMPUR,2011-12,1085.91,20164.411,,,546.249,491.4031,280.67,425.3228,258.991,1099.7152,2016.44
RAMPUR,2012-13,1249.229,24327.643,,,609.703,533.9533,339.056,530.8505,300.47,1367.9605,2432.76
RAMPUR,2013-14,1565.211,28362.236,,,882.067,598.8276,349.367,600.9671,333.777,1636.4289,2836.22
RAMPUR,2014-15,1939.324,33977.664,,,941.118,743.9016,566.693,781.5729,431.513,1872.2919,3397.77
RAMPUR,2015-16,2190.631,39422.283,,,1078.173,901.9043,619.011,935.8954,493.447,2104.4286,3942.23
RAMPUR,2016-17,2415.419,48078.392,,,1105.084,1057.027,750.315,1169.1273,560.02,2581.6849,4807.84
RAMPUR,2017-18,2489.371,49270.606,,,1147.453,1103.5816,779.121,1244.3259,562.797,2579.1531,4927.06
RANCHI,2009-10,2124.682,139134.206,,,497.953,912.674,187.65,536.5694,1439.079,12464.1772,13913.42
RANCHI,2010-11,2368.262,172513.052,,,556.406,1077.1613,206.098,657.9905,1605.758,15516.1534,17251.31
RANCHI,2011-12,2577.754,199295.952,,,606.176,1250.5625,228.043,767.7282,1743.535,17911.3045,19929.6
RANCHI,2012-13,3059.097,236512.335,,,762.867,1708.5392,278.414,920.5529,2017.816,21022.1414,23651.23
RANCHI,2013-14,3486.146,288328.315,,,893.62,2074.6777,328.877,1105.6794,2263.649,25652.4744,28832.83
RANCHI,2014-15,3930.513,341818.501,,,1056.337,2453.5752,376.701,1297.4641,2497.475,30430.8108,34181.85
RANCHI,2015-16,4579.846,402584.81,,,1287.946,2849.5304,464.434,1453.8703,2827.466,35955.0803,40258.48
RANCHI,2016-17,5050.129,464536.624,3066.041,41258.0508,1435.019,3315.8702,549.069,1879.7414,,,46453.66
RANCHI,2017-18,5394.817,494235.813,3185.754,43708.1107,1594.668,3677.742,614.395,2037.7286,,,49423.58
RANGAREDDY,2009-10,3829.241,192101.883,200.966,2230.1406,925.811,2956.5778,649.839,2196.5009,2052.625,11826.969,19210.19
RANGAREDDY,2010-11,4527.091,244996.411,259.212,2399.4393,1094.27,3900.736,768.721,2618.3418,2404.888,15581.124,24499.64
RANGAREDDY,2011-12,4933.027,300978.983,3357.142,24543.092,999,3374.0037,576.885,2180.8026,,,30097.9
RANGAREDDY,2012-13,5983.882,371185.183,3999.981,30406.2093,1298.081,4245.3402,685.82,2466.9688,,,37118.52
RANGAREDDY,2013-14,7174.234,431743.504,4716.939,35088.9797,1602.529,5194.6319,853.442,2889.3499,1.324,1.3889,43174.35
RANGAREDDY,2014-15,8117.192,526584.775,5260.24,41308.5565,1864.642,7885.5153,990.707,3461.7366,1.603,2.6691,52658.48
RANGAREDDY,2015-16,9227.533,601950.638,5918.434,47733.4565,2038.099,7475.2542,1050.461,3076.8876,220.539,1909.4655,60195.06
RANGAREDDY,2016-17,11073.342,728542.472,7561.202,62925.3905,1721.458,3881.8228,1790.682,6047.0339,,,72854.25
RANGAREDDY,2017-18,2093.346,67375.725,188.712,1699.061,1038.147,2673.8783,866.487,2364.6332,,,6737.57
RATLAM,2009-10,657.205,19970.169,,,141.482,210.8356,155.012,365.3903,360.711,1420.791,1997.02
RATLAM,2010-11,730.387,21191.615,,,170.911,219.6267,178.38,396.8395,381.096,1502.6953,2119.16
RATLAM,2011-12,819.401,24026.666,,,195.948,236.0872,210.517,445.5955,412.936,1720.9839,2402.67
RATLAM,2012-13,928.6,27637.856,,,225.02,274.0255,244.606,518.0862,458.974,1971.6739,2763.79
RATLAM,2013-14,1163.393,32507.534,,,317.681,334.9158,326.323,619.4651,519.389,2296.3725,3250.75
RATLAM,2014-15,1445.489,35127.235,,,418.312,372.8008,423.735,666.5847,603.442,2473.338,3512.72
RATLAM,2015-16,1741.317,40015.494,,,545.723,423.0609,519.914,794.9742,675.68,2783.5143,4001.55
RATLAM,2016-17,1938.783,49533.711,,,603.521,547.1145,597.84,1008.0727,737.422,3398.1839,4953.37
RATLAM,2017-18,2048.109,50522.496,,,646.726,530.1576,631.643,1008.7093,769.74,3513.3827,5052.25
RATNAGIRI,2009-10,1056.775,28988.403,,,520.162,1082.4176,536.613,1816.4227,,,2898.84
RATNAGIRI,2010-11,1150.553,33683.562,,,570.31,1242.9981,580.243,2125.3581,,,3368.36
RATNAGIRI,2011-12,1283.727,38356.055,,,642.722,1441.4787,641.005,2394.1268,,,3835.61
RATNAGIRI,2012-13,1561.509,44646.592,,,816.145,1690.4523,745.364,2774.2069,,,4464.66
RATNAGIRI,2013-14,1763.611,53592.712,,,934.713,1979.8025,828.898,3379.4687,,,5359.27
RATNAGIRI,2014-15,1940.299,60605.615,,,1024.828,2246.4394,915.471,3814.1221,,,6060.56
RATNAGIRI,2015-16,2140.396,65337.919,,,1121.145,2457.9493,1019.251,4075.8426,,,6533.79
RATNAGIRI,2016-17,2281.491,76462.767,,,1260.447,3066.4134,1021.044,4579.8633,,,7646.28
RATNAGIRI,2017-18,2488.369,85204.337,,,1401.673,3465.6121,1086.696,5054.8216,,,8520.43
RAYAGADA,2009-10,413.892,10112.535,,,265.316,386.6367,148.576,624.6168,,,1011.25
RAYAGADA,2010-11,454.352,11646.765,,,290.875,444.36,163.477,720.3165,,,1164.68
RAYAGADA,2011-12,522.339,14043.762,,,329.485,514.0924,192.854,890.2838,,,1404.38
RAYAGADA,2012-13,555.469,18066.167,,,341.166,631.7925,214.303,1174.8242,,,1806.62
RAYAGADA,2013-14,631.617,20932.074,,,387.692,732.8514,243.925,1360.356,,,2093.21
RAYAGADA,2014-15,779.496,22792.424,,,484.094,826.419,295.402,1452.8234,,,2279.24
RAYAGADA,2015-16,892.914,24801.469,,,554.589,910.0465,338.325,1570.1004,,,2480.15
RAYAGADA,2016-17,1024.126,29015.322,,,647.19,1101.504,376.936,1800.0282,,,2901.53
RAYAGADA,2017-18,1084.442,29880.494,,,689.503,1146.0009,394.939,1842.0485,,,2988.05
REASI,2009-10,142.231,6241.989,,,142.231,624.1989,,,,,624.2
REASI,2010-11,159.964,7060.165,,,159.964,706.0165,,,,,706.02
REASI,2011-12,194.377,9056.144,,,194.377,905.6144,,,,,905.61
REASI,2012-13,232.562,11267.402,,,232.562,1126.7402,,,,,1126.74
REASI,2013-14,272.413,12657.228,,,272.413,1265.7228,,,,,1265.72
REASI,2014-15,327.925,14909.861,,,327.925,1490.9861,,,,,1490.99
REASI,2015-16,413.471,15855.014,,,413.471,1585.5014,,,,,1585.5
REASI,2016-17,501.551,19690.853,,,501.551,1969.0853,,,,,1969.09
REASI,2017-18,533.487,19523.391,,,533.487,1952.3391,,,,,1952.34
REWA,2009-10,990.195,28429.961,,,503.798,839.0032,132.47,310.324,353.927,1693.6689,2843
REWA,2010-11,1169.779,36822.015,,,604.301,1014.01,158.78,381.8646,406.698,2286.3269,3682.2
REWA,2011-12,1260.876,41147.55,,,638.4,1147.97,174.819,463.0672,447.657,2503.7178,4114.76
REWA,2012-13,1388.677,51401.723,,,675.576,1469.2158,205.023,687.184,508.078,2983.7725,5140.17
REWA,2013-14,1628.015,56623.039,,,793.011,1686.2735,280.028,775.7254,554.976,3200.305,5662.3
REWA,2014-15,1997.833,60863.81,,,957.741,1808.114,380.641,854.0994,659.451,3424.1676,6086.38
REWA,2015-16,2511.524,70438.547,,,1177.087,1982.3703,541.458,1024.5329,792.979,4036.9515,7043.85
REWA,2016-17,2849.444,83715.699,,,1101.962,1955.2937,854.182,1686.8394,893.3,4729.4368,8371.57
REWA,2017-18,2985.604,89118.598,,,1150.296,2039.6888,897.415,1785.4178,937.893,5086.7532,8911.86
REWARI,2009-10,776.929,29248.175,,,343.038,798.7191,96.015,386.7187,337.876,1739.3797,2924.82
REWARI,2010-11,873.079,37043.862,,,383.276,951.2108,108.781,450.0265,381.022,2303.1489,3704.39
REWARI,2011-12,941.792,42185.928,,,417.053,1126.05,132.987,541.8862,391.752,2550.6566,4218.59
REWARI,2012-13,1085.981,46238.843,,,482.958,1338.3336,163.519,675.0103,439.504,2610.5404,4623.88
REWARI,2013-14,1241.308,52723.304,,,554.349,1507.7341,198.749,764.0938,488.21,3000.5025,5272.33
REWARI,2014-15,1379.143,58942.377,,,597.806,1704.1396,240.77,867.7209,540.567,3322.3772,5894.24
REWARI,2015-16,1598.883,66868.094,,,708.377,1910.6693,280.607,1101.5599,609.899,3674.5802,6686.81
REWARI,2016-17,1762.469,85219.241,,,769.843,2462.2806,322.418,1371.337,670.208,4688.3065,8521.92
REWARI,2017-18,1847.434,99332.36,,,804.434,2809.0739,342.157,1546.5973,700.843,5577.5648,9933.24
RI BHOI,2009-10,76.345,5118.259,,,60.618,265.173,15.727,246.6529,,,511.83
RI BHOI,2010-11,86.667,5044.799,,,68.203,345.3678,18.464,159.1121,,,504.48
RI BHOI,2011-12,98.882,5492.595,,,78.118,397.2316,20.764,152.0279,,,549.26
RI BHOI,2012-13,109.62,5975.356,,,87.288,398.2782,22.332,199.2574,,,597.54
RI BHOI,2013-14,129.115,6705.096,,,103.776,461.4674,25.339,209.0422,,,670.51
RI BHOI,2014-15,155.247,7344.798,,,123.068,528.7128,32.179,205.767,,,734.48
RI BHOI,2015-16,181.149,7932.266,,,136.47,600.4038,44.679,192.8228,,,793.23
RI BHOI,2016-17,230.438,12089.903,,,177.139,982.903,53.299,226.0873,,,1208.99
RI BHOI,2017-18,236.334,13793.948,,,180.913,917.3677,55.421,462.0271,,,1379.39
ROHTAK,2009-10,1044.968,49853.209,,,251.487,716.8775,109.643,291.0167,683.838,3977.4267,4985.32
ROHTAK,2010-11,1108.26,59742.951,,,266.209,805.4595,115.345,332.0066,726.706,4836.829,5974.3
ROHTAK,2011-12,1195.542,67737.33,,,294.988,988.1347,124.505,372.5981,776.049,5413.0002,6773.73
ROHTAK,2012-13,1309.436,78576.102,,,321.461,1096.1151,150.473,552.8539,837.502,6208.6412,7857.61
ROHTAK,2013-14,1459.002,87546.338,,,368.951,1183.3636,169.675,598.2753,920.376,6972.9949,8754.63
ROHTAK,2014-15,1672.485,99520.853,,,435.481,1302.4642,201.978,658.6814,1035.026,7990.9397,9952.09
ROHTAK,2015-16,1934.963,114865.2,,,557.562,1469.8528,230.517,765.032,1146.884,9251.6352,11486.52
ROHTAK,2016-17,2083.06,138022.27,,,494.603,1484.6932,351.556,1401.5133,1236.901,10916.0205,13802.23
ROHTAK,2017-18,2150.936,152146.323,,,527.22,1651.6625,365.803,1510.3389,1257.913,12052.6309,15214.63
ROHTAS,2009-10,988.914,23570.631,,,486.234,775.6766,226.785,450.4804,275.895,1130.9061,2357.06
ROHTAS,2010-11,1033.884,27847.018,,,501.84,916.2283,215.656,515.5559,316.388,1352.9176,2784.7
ROHTAS,2011-12,1180.345,32412.511,,,576.459,1082.2822,249.961,618.9381,353.925,1540.0308,3241.25
ROHTAS,2012-13,1372.5,39933.868,,,687.246,1299.0242,302.189,734.0933,383.065,1960.2693,3993.39
ROHTAS,2013-14,1622.191,46291.199,,,825.96,1560.2264,362.949,836.3448,433.282,2232.5487,4629.12
ROHTAS,2014-15,1958.34,52540.39,,,969.491,1709.8423,442.055,936.8195,546.794,2607.3772,5254.04
ROHTAS,2015-16,2521.325,58140.249,,,1298.277,2030.0625,566.676,1063.5615,656.372,2720.4009,5814.02
ROHTAS,2016-17,3302.282,75723.647,,,1650.806,2651.903,890.718,1596.0084,760.758,3324.4533,7572.36
ROHTAS,2017-18,3194.995,74086.597,,,1493.339,2430.3509,904.514,1684.532,797.142,3293.7768,7408.66
RUDRAPRAYAG,2009-10,133.664,3780.59,,,133.664,378.059,,,,,378.06
RUDRAPRAYAG,2010-11,156.512,4477.144,,,156.512,447.7144,,,,,447.71
RUDRAPRAYAG,2011-12,185.444,5314.241,,,185.444,531.4241,,,,,531.42
RUDRAPRAYAG,2012-13,208.69,6072.581,,,208.69,607.2581,,,,,607.26
RUDRAPRAYAG,2013-14,242.184,8204.645,,,242.184,820.4645,,,,,820.46
RUDRAPRAYAG,2014-15,283.126,8983.725,,,283.126,898.3725,,,,,898.37
RUDRAPRAYAG,2015-16,323.423,9881.187,,,323.423,988.1187,,,,,988.12
RUDRAPRAYAG,2016-17,353.487,11919.054,,,353.487,1191.9054,,,,,1191.91
RUDRAPRAYAG,2017-18,368.756,14593.001,,,368.756,1459.3001,,,,,1459.3
RUPNAGAR,2009-10,700.377,25465.78,,,286.915,810.4831,413.462,1736.0949,,,2546.58
RUPNAGAR,2010-11,739.281,30073.216,,,299.177,936.2951,440.104,2071.0265,,,3007.32
RUPNAGAR,2011-12,804.744,35078.558,,,318.709,1114.5901,486.035,2393.2657,,,3507.86
RUPNAGAR,2012-13,887.59,40345.27,,,357.115,1285.7831,530.475,2748.7439,,,4034.53
RUPNAGAR,2013-14,977.528,47399.483,,,398.213,1591.4223,579.315,3148.526,,,4739.95
RUPNAGAR,2014-15,1102.566,53520.13,,,459.383,1765.7643,642.905,3583.9099,0.278,2.3388,5352.01
RUPNAGAR,2015-16,1243.857,58838.906,,,523.169,1922.9816,719.428,3952.2186,1.26,8.6904,5883.89
RUPNAGAR,2016-17,1338.917,70730.503,,,509.254,2107.3161,829.663,4965.7342,,,7073.05
RUPNAGAR,2017-18,1388.164,75065.512,,,529.471,2127.9936,858.693,5378.5576,,,7506.55
SABAR KANTHA,2009-10,1027.429,26129.07,,,418.855,633.2217,608.574,1979.6853,,,2612.91
SABAR KANTHA,2010-11,1117.904,33950.793,,,448.545,801.3619,669.359,2593.7174,,,3395.08
SABAR KANTHA,2011-12,1285.583,39308.703,,,506.623,907.3329,778.96,3023.5374,,,3930.87
SABAR KANTHA,2012-13,1468.85,41644.244,,,584.94,1083.9451,883.91,3080.4793,,,4164.42
SABAR KANTHA,2013-14,1285.834,33761.225,,,523.948,787.3762,761.886,2588.7463,,,3376.12
SABAR KANTHA,2014-15,1549.265,39651.9,,,658.845,945.9138,890.42,3019.2762,,,3965.19
SABAR KANTHA,2015-16,1746.381,43003.756,,,741.255,1079.5187,1005.126,3220.8569,,,4300.38
SABAR KANTHA,2016-17,1936.064,52242.924,,,814.072,1278.7451,1121.992,3945.5473,,,5224.29
SABAR KANTHA,2017-18,1867.63,55711.825,,,778.728,1366.5728,1088.902,4204.6097,,,5571.18
SAGAR,2009-10,967.596,30544.812,,,233.065,309.6838,327.152,747.6483,407.379,1997.1491,3054.48
SAGAR,2010-11,1149.549,37100.112,,,270.441,388.5126,413.34,923.5403,465.768,2397.9583,3710.01
SAGAR,2011-12,1316.348,44847.472,,,307.165,428.4089,512.727,1005.9327,496.456,3050.4056,4484.75
SAGAR,2012-13,1291.226,51812.763,,,255.611,512.4194,516.584,1165.7343,519.031,3503.1226,5181.28
SAGAR,2013-14,1780.496,65219.947,,,451.077,594.768,694.942,1321.0366,634.477,4606.1901,6521.99
SAGAR,2014-15,2405.448,73455.246,,,636.73,646.9196,998.283,1517.1164,770.435,5181.4886,7345.52
SAGAR,2015-16,2976.843,80988.662,,,822.054,764.9601,1276.381,1849.9194,878.408,5483.9867,8098.87
SAGAR,2016-17,3360.623,77961.132,,,856.546,873.6704,1537.377,2361.4852,966.7,4560.9576,7796.11
SAGAR,2017-18,3500.861,84389.29,,,888.703,1011.9841,1621.919,2509.1632,990.239,4917.7817,8438.93
SAHARANPUR,2009-10,1628.048,41516.684,,,589.711,883.3384,394.458,713.0136,643.879,2555.3164,4151.67
SAHARANPUR,2010-11,1931.656,47628.317,,,706.194,1025.8682,505.275,850.7898,720.187,2886.1737,4762.83
SAHARANPUR,2011-12,2129.635,54011.701,,,796.363,1131.4007,562.496,963.3066,770.776,3306.4628,5401.17
SAHARANPUR,2012-13,2447.454,61749.201,,,899.747,1249.2106,682.826,1117.9338,864.881,3807.7757,6174.92
SAHARANPUR,2013-14,2757.928,70356.573,,,1034.912,1469.7697,787.649,1295.6815,935.367,4270.2061,7035.66
SAHARANPUR,2014-15,3342.843,78055.3,,,1260.254,1595.49,989.527,1484.3735,1093.062,4725.6665,7805.53
SAHARANPUR,2015-16,3914.326,88944.256,,,1565.83,1820.8891,1145.164,1659.4548,1203.332,5414.0817,8894.43
SAHARANPUR,2016-17,4276.914,109630.738,,,1459.4,1946.4299,1399.078,2293.9124,1418.436,6722.7315,10963.07
SAHARANPUR,2017-18,4364.076,117096.335,,,1516.027,2081.7452,1422.723,2503.1279,1425.326,7124.7604,11709.63
SAHARSA,2009-10,374.662,12290.642,,,220.859,419.6907,53.872,107.8713,99.931,701.5022,1229.06
SAHARSA,2010-11,460.149,13598.315,,,263.966,483.0658,74.432,130.2921,121.751,746.4736,1359.83
SAHARSA,2011-12,537.874,15666.985,,,313.92,547.9359,85.337,139.7453,138.617,879.0173,1566.7
SAHARSA,2012-13,675.413,18098.806,,,403.456,583.9951,111.746,153.2152,160.211,1072.6703,1809.88
SAHARSA,2013-14,832.278,20533.344,,,512.094,659.6051,141.119,181.7932,179.065,1211.9361,2053.33
SAHARSA,2014-15,1147.616,24659.518,,,722.287,770.5133,192.386,220.8189,232.943,1474.6196,2465.95
SAHARSA,2015-16,1467.169,27194.421,,,917.766,855.8519,262.229,257.0529,287.174,1606.5373,2719.44
SAHARSA,2016-17,1706.436,30105.71,,,910.703,784.6949,462.81,515.0924,332.923,1710.7837,3010.57
SAHARSA,2017-18,1866.927,31709.441,,,983.171,875.3314,517.26,601.1477,366.496,1694.465,3170.94
SAHEBGANJ,2009-10,297.087,7004.223,,,169.58,243.0409,127.507,457.3814,,,700.42
SAHEBGANJ,2010-11,356.801,8852.283,,,204.372,287.3705,152.429,597.8578,,,885.23
SAHEBGANJ,2011-12,410.605,9335.768,,,219.587,309.6141,191.018,623.9627,,,933.58
SAHEBGANJ,2012-13,482.906,10966.569,,,249.067,354.5345,233.839,742.1224,,,1096.66
SAHEBGANJ,2013-14,590.421,11726.563,,,289.201,391.058,301.22,781.5983,,,1172.66
SAHEBGANJ,2014-15,724.812,14036.477,,,350.918,462.6659,373.894,940.9818,,,1403.65
SAHEBGANJ,2015-16,1009.303,16735.04,,,492.129,547.986,517.174,1125.518,,,1673.5
SAHEBGANJ,2016-17,1256.184,20981.52,,,608.79,672.9205,647.394,1425.2315,,,2098.15
SAHEBGANJ,2017-18,1381.866,22749.558,,,670.193,718.0396,711.673,1556.9162,,,2274.96
SAHIBZADA AJIT SINGH NAGA,2009-10,970.461,76605.93,,,183.15,803.2584,325.026,1595.2125,462.285,5262.1221,7660.59
SAHIBZADA AJIT SINGH NAGA,2010-11,1101.738,95804.64,,,213.795,1147.81,386.09,2239.4352,501.853,6193.2188,9580.46
SAHIBZADA AJIT SINGH NAGA,2011-12,1317.169,110264.199,,,248.213,1861.2177,507.005,2739.3888,561.951,6425.8134,11026.42
SAHIBZADA AJIT SINGH NAGA,2012-13,1516.885,119167.591,,,312.055,1752.7905,581.569,3027.0182,623.261,7136.9504,11916.76
SAHIBZADA AJIT SINGH NAGA,2013-14,1727.042,145461.914,,,385.311,2204.302,673.419,3468.4542,668.312,8873.4352,14546.19
SAHIBZADA AJIT SINGH NAGA,2014-15,2018.643,162896.527,,,475.861,2353.5904,790.692,4109.6962,752.09,9826.3661,16289.65
SAHIBZADA AJIT SINGH NAGA,2015-16,2381.801,190111.942,,,572.233,2885.0692,929.183,4775.1558,880.385,11350.9692,19011.19
SAHIBZADA AJIT SINGH NAGA,2016-17,2686.757,209230.154,,,630.366,3164.6954,1072.061,5766.5377,984.33,11991.7823,20923.02
SAHIBZADA AJIT SINGH NAGA,2017-18,2861.063,238594.742,,,709.878,3466.5871,1136.197,6554.7482,1014.988,13838.1389,23859.47
SAIHA,2009-10,17.929,617.165,,,9.817,13.031,8.112,48.6855,,,61.72
SAIHA,2010-11,18.478,561.192,,,9.341,8.3519,9.137,47.7673,,,56.12
SAIHA,2011-12,22.61,659.993,,,11.781,9.0309,10.829,56.9684,,,66
SAIHA,2012-13,18.815,643.006,,,7.142,4.1324,11.673,60.1682,,,64.3
SAIHA,2013-14,34.618,1718.395,,,22.098,110.1482,12.52,61.6913,,,171.84
SAIHA,2014-15,41.136,806.245,,,27.084,28.0396,14.052,52.5849,,,80.62
SAIHA,2015-16,52.65,1094.022,,,8.25,4.7191,44.4,104.6831,,,109.4
SAIHA,2016-17,63.552,1230.639,,,9.925,5.8099,53.627,117.254,,,123.06
SAIHA,2017-18,66.737,1489.617,,,12.139,6.1733,54.598,142.7884,,,148.96
SALEM,2009-10,2076.802,64568.949,,,497.187,870.0622,632.224,1419.9159,947.391,4166.9168,6456.89
SALEM,2010-11,2181.804,75932.659,,,517.662,1000.0186,657.613,1617.7282,1006.529,4975.5191,7593.27
SALEM,2011-12,2519.124,84972.201,,,623.356,1128.257,802.049,1858.6499,1093.719,5510.3132,8497.22
SALEM,2012-13,2995.359,92137.251,,,725.89,1199.2493,1019.312,2009.8703,1250.157,6004.6055,9213.73
SALEM,2013-14,3804.613,101236.097,,,1049.934,1314.4408,1317.099,2239.1478,1437.58,6570.0211,10123.61
SALEM,2014-15,4495.198,117208.462,,,1248.837,1558.8306,1576.364,2572.7417,1669.997,7589.2739,11720.85
SALEM,2015-16,4903.853,135087.934,,,1245.996,1546.0857,1767.665,3060.2857,1890.192,8902.422,13508.79
SALEM,2016-17,5371.678,163082.743,,,998.945,1328.4645,2336.034,4363.4259,2036.699,10616.3839,16308.27
SALEM,2017-18,5748.311,183101.892,,,1090.618,1430.5123,2466.153,4684.1024,2191.54,12195.5745,18310.19
SAMASTIPUR,2009-10,916.822,26736.381,,,518.073,1105.1043,398.749,1568.5338,,,2673.64
SAMASTIPUR,2010-11,1340.866,32641.397,,,755.439,1235.1934,585.427,2028.9463,,,3264.14
SAMASTIPUR,2011-12,1479.88,38353.193,,,800.611,1470.9254,679.269,2364.3939,,,3835.32
SAMASTIPUR,2012-13,1747.43,43742.042,,,933.18,1751.7229,814.25,2622.4813,,,4374.2
SAMASTIPUR,2013-14,1965.209,50486.227,,,1018.763,2046.3492,946.446,3002.2735,,,5048.62
SAMASTIPUR,2014-15,2428.258,55159.544,,,1250.405,2260.6067,1177.853,3255.3477,,,5515.95
SAMASTIPUR,2015-16,3292.569,63347.629,,,1658.909,2536.0087,1633.66,3798.7542,,,6334.76
SAMASTIPUR,2016-17,4057.803,75247.761,,,1744.07,2635.5061,2313.733,4889.27,,,7524.78
SAMASTIPUR,2017-18,4419.854,83308.514,,,1911.704,2845.7496,2508.15,5485.1018,,,8330.85
SAMBA,2009-10,265.637,8502.387,,,162.825,449.2836,102.812,400.9551,,,850.24
SAMBA,2010-11,303.406,10026.971,,,180.287,528.3469,123.119,474.3502,,,1002.7
SAMBA,2011-12,324.31,11940.37,,,191.227,639.8452,133.083,554.1918,,,1194.04
SAMBA,2012-13,412.659,16149.183,,,254.225,861.4441,158.434,753.4742,,,1614.92
SAMBA,2013-14,452.932,19199.322,,,275.308,1023.5441,177.624,896.3881,,,1919.93
SAMBA,2014-15,534.452,21701.281,,,329.603,1195.6103,204.849,974.5178,,,2170.13
SAMBA,2015-16,574.856,23977.654,,,345.441,1299.3623,229.415,1098.4031,,,2397.77
SAMBA,2016-17,674.785,29918.054,,,401.817,1635.5513,272.968,1356.2541,,,2991.81
SAMBA,2017-18,729.462,34688.241,,,436.923,1901.4712,292.539,1567.3529,,,3468.82
SAMBALPUR,2009-10,603.489,60681.689,,,235.487,468.4747,112.424,1225.4952,255.578,4374.199,6068.17
SAMBALPUR,2010-11,644.099,85601.924,,,244.671,590.9814,116.976,2292.9785,282.452,5676.2325,8560.19
SAMBALPUR,2011-12,749.763,111458.698,,,298.808,660.1655,143.293,2798.2133,307.662,7687.491,11145.87
SAMBALPUR,2012-13,867.07,153442.597,,,343.672,801.544,170.679,2687.2897,352.719,11855.426,15344.26
SAMBALPUR,2013-14,1021.885,148834.493,,,424.05,973.7497,207.455,2535.7717,390.38,11373.9279,14883.45
SAMBALPUR,2014-15,1281.452,167953.168,,,561.687,1125.4993,261.865,1982.5695,457.9,13687.248,16795.32
SAMBALPUR,2015-16,1467.688,191571.235,,,660.632,1262.5959,302.142,5600.2485,504.914,12294.2791,19157.12
SAMBALPUR,2016-17,1665.228,240964.558,,,692.157,1291.3329,411.092,5262.8564,561.979,17542.2665,24096.46
SAMBALPUR,2017-18,1737.099,230110.527,,,685.041,1174.0999,259.002,730.3671,793.056,21106.5857,23011.05
SANGAREDDY,2017-18,2067.304,88865.385,366.708,3855.2549,661.695,1535.8975,1038.901,3495.3861,,,8886.54
SANGLI,2009-10,1341.875,43984.946,,,281.545,545.2307,453.36,1334.0863,606.97,2519.1776,4398.49
SANGLI,2010-11,1472.959,51772.566,,,301.364,628.9081,511.52,1585.1164,660.075,2963.2321,5177.26
SANGLI,2011-12,1651.862,60578.143,,,339.173,731.8242,593.131,1805.8233,719.558,3520.1668,6057.81
SANGLI,2012-13,1988.415,70262.486,,,444.171,871.6977,745.758,2087.1504,798.486,4067.4005,7026.25
SANGLI,2013-14,2303.412,80384.149,,,523.726,1075.5055,914.963,2438.511,864.723,4524.3984,8038.41
SANGLI,2014-15,2566.274,89472.458,,,607.303,1243.9543,1057.62,2729.1486,901.351,4974.1429,8947.25
SANGLI,2015-16,3035.635,96616.439,,,743.978,1371.184,1214.617,2939.4385,1077.04,5351.0214,9661.64
SANGLI,2016-17,3234.206,114909.158,,,762.6,1529.7761,1363.409,3736.3867,1108.197,6224.753,11490.92
SANGLI,2017-18,3510.426,119870.124,,,872.037,1622.707,1486.595,3918.6888,1151.794,6445.6166,11987.01
SANGRUR,2009-10,1214.126,42448.571,,,377.333,1048.8411,679.276,2610.5087,157.517,585.5073,4244.86
SANGRUR,2010-11,1297.919,45668.671,,,411.237,1112.0508,714.746,2793.4635,171.936,661.3528,4566.87
SANGRUR,2011-12,1400.064,51730.596,,,449.747,1261.5418,768.109,3167.9629,182.208,743.5549,5173.06
SANGRUR,2012-13,1617.393,61102.616,,,521.253,1505.3208,880.525,3759.0399,215.615,845.9009,6110.26
SANGRUR,2013-14,1833.722,69868.499,,,591.449,1735.5446,1005.331,4300.9481,236.942,950.3572,6986.85
SANGRUR,2014-15,2099.009,85942.628,,,691.061,2051.1804,1145.687,5484.5524,262.261,1058.53,8594.26
