State,District,Year,No_of_Accounts,Credit_Limit_Cr,Amount_Outstanding_Cr,Credit_Utilization_Ratio
UTTAR PRADESH,FATEHPUR,2020,197427,4210.1383,3086.4953,0.7331
UTTAR PRADESH,FATEHPUR,2021,219463,4706.3423,3514.9869,0.7469
UTTAR PRADESH,FATEHPUR,2022,222471,4968.1521,3738.4413,0.7525
UTTAR PRADESH,FATEHPUR,2023,252619,6301.257,4615.3354,0.7324
UTTAR PRADESH,FATEHPUR,2024,272823,7404.0634,5407.5557,0.7303
UTTAR PRADESH,FIROZABAD,2019,172726,5177.1946,4066.1918,0.7854
UTTAR PRADESH,FIROZABAD,2020,196274,5595.7796,4267.2247,0.7626
UTTAR PRADESH,FIROZABAD,2021,215805,6072.8197,4662.3685,0.7677
UTTAR PRADESH,FIROZABAD,2022,246045,7066.2089,5267.9034,0.7455
UTTAR PRADESH,FIROZABAD,2023,286975,8594.0544,6216.6454,0.7234
UTTAR PRADESH,FIROZABAD,2024,337520,10457.8681,7593.5942,0.7261
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2019,1017912,100349.3361,57704.4392,0.575
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2020,1253673,113301.1009,62574.4266,0.5523
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2021,1400190,123124.5305,66040.5236,0.5364
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2022,1514610,149662.866,82124.7629,0.5487
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2023,1572561,171430.5181,96079.428,0.5605
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2024,1739692,233496.9335,135821.1812,0.5817
UTTAR PRADESH,GHAZIABAD,2019,711893,42367.4187,28654.5337,0.6763
UTTAR PRADESH,GHAZIABAD,2020,777713,47356.189,29511.9523,0.6232
UTTAR PRADESH,GHAZIABAD,2021,848418,47685.0908,30735.2682,0.6445
UTTAR PRADESH,GHAZIABAD,2022,911346,53201.7831,33852.3897,0.6363
UTTAR PRADESH,GHAZIABAD,2023,996854,65207.7378,40715.5051,0.6244
UTTAR PRADESH,GHAZIABAD,2024,1118426,84275.0119,54300.9023,0.6443
UTTAR PRADESH,GHAZIPUR,2019,245408,4202.9799,3323.6985,0.7908
UTTAR PRADESH,GHAZIPUR,2020,260777,4789.036,3707.7443,0.7742
UTTAR PRADESH,GHAZIPUR,2021,290681,5505.411,4343.4296,0.7889
UTTAR PRADESH,GHAZIPUR,2022,293123,6242.289,4993.1154,0.7999
UTTAR PRADESH,GHAZIPUR,2023,337782,7738.2914,6063.6034,0.7836
UTTAR PRADESH,GHAZIPUR,2024,371787,9395.5606,7185.5285,0.7648
UTTAR PRADESH,GONDA,2019,244823,4293.901,3677.1182,0.8564
UTTAR PRADESH,GONDA,2020,251490,4654.0648,3940.1061,0.8466
UTTAR PRADESH,GONDA,2021,266491,5209.9542,4377.6261,0.8402
UTTAR PRADESH,GONDA,2022,288528,5782.0509,4801.9175,0.8305
UTTAR PRADESH,GONDA,2023,309178,6933.9716,5563.9105,0.8024
UTTAR PRADESH,GONDA,2024,323351,8077.3726,6263.5785,0.7754
UTTAR PRADESH,GORAKHPUR,2019,414430,12788.2089,9536.4119,0.7457
UTTAR PRADESH,GORAKHPUR,2020,464889,14242.2986,10247.495,0.7195
UTTAR PRADESH,GORAKHPUR,2021,498657,16240.3193,12072.9872,0.7434
UTTAR PRADESH,GORAKHPUR,2022,511328,19426.2792,14342.9179,0.7383
UTTAR PRADESH,GORAKHPUR,2023,631107,24126.7512,17731.4294,0.7349
UTTAR PRADESH,GORAKHPUR,2024,808896,31411.5327,22573.4239,0.7186
UTTAR PRADESH,HAMIRPUR,2019,134266,2165.1422,2096.7584,0.9684
UTTAR PRADESH,HAMIRPUR,2020,130564,2309.1489,2063.6335,0.8937
UTTAR PRADESH,HAMIRPUR,2021,115906,2029.4201,1802.5666,0.8882
UTTAR PRADESH,HAMIRPUR,2022,124053,2267.9354,2013.6327,0.8879
UTTAR PRADESH,HAMIRPUR,2023,133866,2673.7446,2300.3729,0.8604
UTTAR PRADESH,HAMIRPUR,2024,144216,3094.9396,2565.3888,0.8289
UTTAR PRADESH,HAPUR,2023,177096,5838.1594,4376.9315,0.7497
UTTAR PRADESH,HAPUR,2024,207371,8488.849,5423.3798,0.6389
UTTAR PRADESH,HARDOI,2019,394999,5309.3848,4133.9275,0.7786
UTTAR PRADESH,HARDOI,2020,342938,5436.9846,4065.6697,0.7478
UTTAR PRADESH,HARDOI,2021,335282,6016.5841,4729.3425,0.7861
UTTAR PRADESH,HARDOI,2022,349201,6796.9389,5313.7223,0.7818
UTTAR PRADESH,HARDOI,2023,368908,7843.2315,5935.1179,0.7567
UTTAR PRADESH,HARDOI,2024,392168,9127.7027,6827.858,0.748
UTTAR PRADESH,HATHRAS,2019,154172,3738.1381,3137.2521,0.8393
UTTAR PRADESH,HATHRAS,2020,157933,3983.4105,3324.1047,0.8345
UTTAR PRADESH,HATHRAS,2021,168455,4268.1174,3518.6092,0.8244
UTTAR PRADESH,HATHRAS,2022,189346,4712.3324,3843.2919,0.8156
UTTAR PRADESH,HATHRAS,2023,209445,5353.6983,4262.9421,0.7963
UTTAR PRADESH,HATHRAS,2024,228487,6227.4733,4843.1314,0.7777
UTTAR PRADESH,JALAUN,2019,155897,4219.5449,2651.7746,0.6285
UTTAR PRADESH,JALAUN,2020,147539,2976.2083,2552.9737,0.8578
UTTAR PRADESH,JALAUN,2021,145986,2937.3563,2604.5396,0.8867
UTTAR PRADESH,JALAUN,2022,158642,3284.0501,2870.6525,0.8741
UTTAR PRADESH,JALAUN,2023,167289,3868.4266,3236.2614,0.8366
UTTAR PRADESH,JALAUN,2024,184585,4546.6171,3640.4655,0.8007
UTTAR PRADESH,JAUNPUR,2019,350813,5204.3784,4029.0769,0.7742
UTTAR PRADESH,JAUNPUR,2020,371147,5860.0679,4499.2375,0.7678
UTTAR PRADESH,JAUNPUR,2021,406551,6654.6332,5192.2706,0.7802
UTTAR PRADESH,JAUNPUR,2022,414352,7346.9807,5801.7743,0.7897
UTTAR PRADESH,JAUNPUR,2023,467168,9091.707,6990.4426,0.7689
UTTAR PRADESH,JAUNPUR,2024,509778,11040.708,8324.4585,0.754
UTTAR PRADESH,JHANSI,2019,245706,7875.5535,6074.6512,0.7713
UTTAR PRADESH,JHANSI,2020,261508,8738.3051,6775.0187,0.7753
UTTAR PRADESH,JHANSI,2021,287668,9699.9258,7308.8405,0.7535
UTTAR PRADESH,JHANSI,2022,304084,10836.9202,8079.0493,0.7455
UTTAR PRADESH,JHANSI,2023,328902,12757.7022,9449.5929,0.7407
UTTAR PRADESH,JHANSI,2024,375771,15593.7453,11455.5977,0.7346
UTTAR PRADESH,JYOTIBA PHULE NAGAR,2019,223065,3935.0698,3462.2355,0.8798
UTTAR PRADESH,JYOTIBA PHULE NAGAR,2020,224163,4646.6589,3692.0452,0.7946
UTTAR PRADESH,JYOTIBA PHULE NAGAR,2021,236900,4962.7065,4048.9401,0.8159
UTTAR PRADESH,JYOTIBA PHULE NAGAR,2022,245368,5477.8141,4351.2579,0.7943
UTTAR PRADESH,KANAUJ,2019,150562,2575.6476,2086.7398,0.8102
UTTAR PRADESH,KANAUJ,2020,158236,2944.9362,2349.9539,0.798
UTTAR PRADESH,KANAUJ,2021,180866,3239.5872,2646.5747,0.8169
UTTAR PRADESH,KANAUJ,2022,182178,3642.7592,2931.7681,0.8048
UTTAR PRADESH,KANAUJ,2023,189129,4177.7431,3329.4332,0.7969
UTTAR PRADESH,KANAUJ,2024,209069,4958.2123,3887.3108,0.784
UTTAR PRADESH,KANPUR DEHAT,2019,367928,4578.8936,2380.9492,0.52
UTTAR PRADESH,KANPUR DEHAT,2020,163251,2985.7877,2205.9113,0.7388
UTTAR PRADESH,KANPUR DEHAT,2021,177629,4223.7495,2939.2374,0.6959
UTTAR PRADESH,KANPUR DEHAT,2022,167418,4605.767,3355.7383,0.7286
UTTAR PRADESH,KANPUR DEHAT,2023,195165,3841.331,2922.2312,0.7607
UTTAR PRADESH,KANPUR DEHAT,2024,222843,4683.6318,3545.2244,0.7569
UTTAR PRADESH,KANPUR NAGAR,2019,507986,43677.6174,30998.6348,0.7097
UTTAR PRADESH,KANPUR NAGAR,2020,601093,42129.3633,29973.9658,0.7115
UTTAR PRADESH,KANPUR NAGAR,2021,699505,44549.8218,30372.4905,0.6818
UTTAR PRADESH,KANPUR NAGAR,2022,763187,55905.6827,37949.5251,0.6788
UTTAR PRADESH,KANPUR NAGAR,2023,877682,66805.8013,45971.4067,0.6881
UTTAR PRADESH,KANPUR NAGAR,2024,976768,80264.4955,53520.8992,0.6668
UTTAR PRADESH,KANSHIRAM NAGAR,2019,100785,1724.4066,1479.31,0.8579
UTTAR PRADESH,KANSHIRAM NAGAR,2020,114970,2095.0498,1759.9664,0.8401
UTTAR PRADESH,KANSHIRAM NAGAR,2021,128563,2369.8132,2052.3194,0.866
UTTAR PRADESH,KANSHIRAM NAGAR,2022,130944,2630.6406,2249.6953,0.8552
UTTAR PRADESH,KASGANJ,2023,138252,3021.68,2519.8772,0.8339
UTTAR PRADESH,KASGANJ,2024,147088,3486.15,2838.9518,0.8144
UTTAR PRADESH,KAUSHAMBI,2019,83836,1264.8893,944.6861,0.7469
UTTAR PRADESH,KAUSHAMBI,2020,99918,1581.5804,1136.1066,0.7183
UTTAR PRADESH,KAUSHAMBI,2021,117931,1927.6386,1432.8303,0.7433
UTTAR PRADESH,KAUSHAMBI,2022,121687,2110.3964,1593.9951,0.7553
UTTAR PRADESH,KAUSHAMBI,2023,139072,2705.4622,1981.8998,0.7326
UTTAR PRADESH,KAUSHAMBI,2024,153697,3273.541,2377.0253,0.7261
UTTAR PRADESH,KHERI,2019,354447,6774.372,5439.088,0.8029
UTTAR PRADESH,KHERI,2020,337111,6940.6643,5666.0268,0.8164
UTTAR PRADESH,KHERI,2021,355151,7492.5483,6342.2962,0.8465
UTTAR PRADESH,KHERI,2022,382491,8385.9609,7068.6502,0.8429
UTTAR PRADESH,KHERI,2023,422198,9951.9834,8133.3795,0.8173
UTTAR PRADESH,KHERI,2024,442913,11122.622,8852.4601,0.7959
UTTAR PRADESH,KUSHI NAGAR,2019,337520,3621.1977,2837.2355,0.7835
UTTAR PRADESH,KUSHI NAGAR,2020,387066,4106.7956,3132.4921,0.7628
UTTAR PRADESH,KUSHI NAGAR,2021,387447,4404.3021,3461.8344,0.786
UTTAR PRADESH,KUSHI NAGAR,2022,422132,5202.1749,4015.0487,0.7718
UTTAR PRADESH,KUSHI NAGAR,2023,447414,6152.1985,4648.9038,0.7556
UTTAR PRADESH,KUSHI NAGAR,2024,456309,7263.1008,5378.0536,0.7405
UTTAR PRADESH,LALITPUR,2019,162214,2912.5728,2453.6896,0.8424
UTTAR PRADESH,LALITPUR,2020,166770,3048.1962,2692.3167,0.8832
UTTAR PRADESH,LALITPUR,2021,178306,3463.4213,2855.0249,0.8243
UTTAR PRADESH,LALITPUR,2022,181690,3825.687,3066.7878,0.8016
UTTAR PRADESH,LALITPUR,2023,192562,4366.4643,3536.0411,0.8098
UTTAR PRADESH,LALITPUR,2024,200920,4780.9149,3913.5246,0.8186
UTTAR PRADESH,LUCKNOW,2019,853008,73039.0953,43971.025,0.602
UTTAR PRADESH,LUCKNOW,2020,1058660,83949.1052,53037.593,0.6318
UTTAR PRADESH,LUCKNOW,2021,1228884,111223.736,67907.0568,0.6105
UTTAR PRADESH,LUCKNOW,2022,1335178,125084.7235,79709.811,0.6372
UTTAR PRADESH,LUCKNOW,2023,1541612,137618.079,92023.5065,0.6687
UTTAR PRADESH,LUCKNOW,2024,1788015,165806.2228,111348.086,0.6716
UTTAR PRADESH,MAHARAJGANJ,2019,170198,2565.6529,1971.7633,0.7685
UTTAR PRADESH,MAHARAJGANJ,2020,179870,2882.6024,2172.3479,0.7536
UTTAR PRADESH,MAHARAJGANJ,2021,195085,3278.9175,2530.8124,0.7718
UTTAR PRADESH,MAHARAJGANJ,2022,228713,3877.7191,3004.3372,0.7748
UTTAR PRADESH,MAHARAJGANJ,2023,267696,4937.0768,3713.2636,0.7521
UTTAR PRADESH,MAHARAJGANJ,2024,309922,6349.3925,4717.1343,0.7429
UTTAR PRADESH,MAHOBA,2019,77405,1308.1262,1224.4706,0.936
UTTAR PRADESH,MAHOBA,2020,74390,1350.5509,1202.6128,0.8905
UTTAR PRADESH,MAHOBA,2021,97785,1896.9106,1729.866,0.9119
UTTAR PRADESH,MAHOBA,2022,102170,2085.4578,1863.6364,0.8936
UTTAR PRADESH,MAHOBA,2023,109325,2400.373,2104.8442,0.8769
UTTAR PRADESH,MAHOBA,2024,120115,2829.618,2366.673,0.8364
UTTAR PRADESH,MAINPURI,2019,138805,3105.3057,2493.5043,0.803
UTTAR PRADESH,MAINPURI,2020,143342,3485.1317,2757.4926,0.7912
UTTAR PRADESH,MAINPURI,2021,152070,3788.7499,3011.1564,0.7948
UTTAR PRADESH,MAINPURI,2022,164524,4262.002,3340.5159,0.7838
UTTAR PRADESH,MAINPURI,2023,179804,5122.7032,3924.8663,0.7662
UTTAR PRADESH,MAINPURI,2024,195366,6251.4495,4779.807,0.7646
UTTAR PRADESH,MATHURA,2019,271388,9572.0212,7941.1215,0.8296
UTTAR PRADESH,MATHURA,2020,295110,10792.5178,8761.9675,0.8119
UTTAR PRADESH,MATHURA,2021,335095,12391.347,9582.7903,0.7733
UTTAR PRADESH,MATHURA,2022,355132,13824.08,10577.9334,0.7652
UTTAR PRADESH,MATHURA,2023,380468,16183.9652,12169.402,0.7519
UTTAR PRADESH,MATHURA,2024,423414,19271.4263,14276.1758,0.7408
UTTAR PRADESH,MAU,2019,154563,2371.5712,1779.0606,0.7502
UTTAR PRADESH,MAU,2020,141193,2562.6426,1888.1006,0.7368
UTTAR PRADESH,MAU,2021,321716,5044.4914,2585.4182,0.5125
UTTAR PRADESH,MAU,2022,224747,4200.1417,2890.1793,0.6881
UTTAR PRADESH,MAU,2023,244886,5102.2831,3591.5407,0.7039
UTTAR PRADESH,MAU,2024,260702,6092.9939,4232.9391,0.6947
UTTAR PRADESH,MEERUT,2019,433525,21837.8542,16834.3257,0.7709
UTTAR PRADESH,MEERUT,2020,462841,23155.8791,17224.2162,0.7438
UTTAR PRADESH,MEERUT,2021,507367,24630.415,18117.0405,0.7356
UTTAR PRADESH,MEERUT,2022,551591,27919.9996,20058.909,0.7184
UTTAR PRADESH,MEERUT,2023,627910,31963.1061,23269.8302,0.728
UTTAR PRADESH,MEERUT,2024,725135,39838.1678,28228.9249,0.7086
UTTAR PRADESH,MIRZAPUR,2019,207872,3438.9677,2749.2406,0.7994
UTTAR PRADESH,MIRZAPUR,2020,212019,3698.724,2866.1619,0.7749
UTTAR PRADESH,MIRZAPUR,2021,226427,4113.9412,3254.4801,0.7911
UTTAR PRADESH,MIRZAPUR,2022,240991,4764.7261,3759.2252,0.789
UTTAR PRADESH,MIRZAPUR,2023,254797,5795.7301,4502.4879,0.7769
UTTAR PRADESH,MIRZAPUR,2024,275597,7089.2389,5354.3939,0.7553
UTTAR PRADESH,MORADABAD,2019,354277,13879.3303,10376.5915,0.7476
UTTAR PRADESH,MORADABAD,2020,351802,15574.8587,10827.5276,0.6952
UTTAR PRADESH,MORADABAD,2021,399747,16389.6677,11559.9145,0.7053
UTTAR PRADESH,MORADABAD,2022,397540,18581.3181,13170.6143,0.7088
UTTAR PRADESH,MORADABAD,2023,422451,21416.7471,14689.4077,0.6859
UTTAR PRADESH,MORADABAD,2024,490774,25842.352,18006.081,0.6968
UTTAR PRADESH,MUZAFFARNAGAR,2019,259370,10667.9847,8410.311,0.7884
UTTAR PRADESH,MUZAFFARNAGAR,2020,278038,11166.1116,8625.9929,0.7725
UTTAR PRADESH,MUZAFFARNAGAR,2021,308038,11745.8712,9032.6129,0.769
UTTAR PRADESH,MUZAFFARNAGAR,2022,334462,12906.9335,9884.5883,0.7658
UTTAR PRADESH,MUZAFFARNAGAR,2023,405919,16026.312,11905.0241,0.7428
UTTAR PRADESH,MUZAFFARNAGAR,2024,530278,20552.972,15171.4991,0.7382
UTTAR PRADESH,PANCHSHEEL NAGAR,2019,114735,3603.6366,2742.3721,0.761
UTTAR PRADESH,PANCHSHEEL NAGAR,2020,125781,4390.5568,3045.9691,0.6938
UTTAR PRADESH,PANCHSHEEL NAGAR,2021,167182,4905.8306,3481.8329,0.7097
UTTAR PRADESH,PANCHSHEEL NAGAR,2022,158400,6431.3248,4058.7178,0.6311
UTTAR PRADESH,PILIBHIT,2019,152246,3956.699,3153.2245,0.7969
UTTAR PRADESH,PILIBHIT,2020,155987,4251.4794,3270.7973,0.7693
UTTAR PRADESH,PILIBHIT,2021,172351,4711.1841,3660.0212,0.7769
UTTAR PRADESH,PILIBHIT,2022,187128,5229.0996,4027.5627,0.7702
UTTAR PRADESH,PILIBHIT,2023,211868,6888.4061,5472.6289,0.7945
UTTAR PRADESH,PILIBHIT,2024,232652,7750.4781,5728.9089,0.7392
UTTAR PRADESH,PRABUDH NAGAR,2019,110257,2566.2705,2124.5602,0.8279
UTTAR PRADESH,PRABUDH NAGAR,2020,120590,2790.837,2222.4386,0.7963
UTTAR PRADESH,PRABUDH NAGAR,2021,137657,3042.1721,2530.108,0.8317
UTTAR PRADESH,PRABUDH NAGAR,2022,139817,3374.9913,2762.8993,0.8186
UTTAR PRADESH,PRATAPGARH,2019,153679,2904.4966,2116.865,0.7288
UTTAR PRADESH,PRATAPGARH,2020,177174,3546.4117,2566.7644,0.7238
UTTAR PRADESH,PRATAPGARH,2021,211643,4168.5085,3094.123,0.7423
UTTAR PRADESH,PRATAPGARH,2022,213890,4490.5672,3426.7856,0.7631
UTTAR PRADESH,PRATAPGARH,2023,266677,5818.4564,4302.6838,0.7395
UTTAR PRADESH,PRATAPGARH,2024,305389,6997.47,5094.6774,0.7281
UTTAR PRADESH,PRAYAGRAJ,2023,753202,29082.2134,20499.5309,0.7049
UTTAR PRADESH,PRAYAGRAJ,2024,855385,36722.945,25386.2728,0.6913
UTTAR PRADESH,RAI BARELI,2019,228604,5126.9891,3548.9301,0.6922
UTTAR PRADESH,RAI BARELI,2020,243720,5495.8174,3977.4566,0.7237
UTTAR PRADESH,RAI BARELI,2021,283924,6259.3319,4664.7994,0.7453
UTTAR PRADESH,RAI BARELI,2022,289393,6955.373,5149.3096,0.7403
UTTAR PRADESH,RAI BARELI,2023,350019,8905.8312,6606.9143,0.7419
UTTAR PRADESH,RAI BARELI,2024,403819,10837.2465,8020.6473,0.7401
UTTAR PRADESH,RAMPUR,2019,227593,4292.1779,3637.068,0.8474
UTTAR PRADESH,RAMPUR,2020,232312,4876.8022,3939.7538,0.8079
UTTAR PRADESH,RAMPUR,2021,253841,5293.7078,4384.4657,0.8282
UTTAR PRADESH,RAMPUR,2022,257327,5811.7371,4682.942,0.8058
UTTAR PRADESH,RAMPUR,2023,273017,7194.1645,5523.3086,0.7677
UTTAR PRADESH,RAMPUR,2024,281439,8109.2432,6030.2271,0.7436
UTTAR PRADESH,SAHARANPUR,2019,412264,11293.4425,9019.2168,0.7986
UTTAR PRADESH,SAHARANPUR,2020,420741,12285.4505,9669.1551,0.787
UTTAR PRADESH,SAHARANPUR,2021,474182,12770.1094,9863.1872,0.7724
UTTAR PRADESH,SAHARANPUR,2022,503239,14343.8059,10916.4699,0.7611
UTTAR PRADESH,SAHARANPUR,2023,566564,16061.8661,12122.0642,0.7547
UTTAR PRADESH,SAHARANPUR,2024,645801,21098.1498,15545.8674,0.7368
UTTAR PRADESH,SAMBHAL,2023,225672,6131.4296,4720.8903,0.7699
UTTAR PRADESH,SAMBHAL,2024,244758,7432.57,5604.7976,0.7541
UTTAR PRADESH,SANT KABIR NAGAR,2019,101856,1790.8983,1393.6765,0.7782
UTTAR PRADESH,SANT KABIR NAGAR,2020,106796,1659.6913,1266.1298,0.7629
UTTAR PRADESH,SANT KABIR NAGAR,2021,119018,2059.9314,1603.0196,0.7782
UTTAR PRADESH,SANT KABIR NAGAR,2022,144831,2446.9981,1908.2835,0.7798
UTTAR PRADESH,SANT KABIR NAGAR,2023,217646,3272.2183,2483.8941,0.7591
UTTAR PRADESH,SANT KABIR NAGAR,2024,292010,4179.7656,3024.156,0.7235
UTTAR PRADESH,SANT RAVIDAS NAGAR,2019,95438,2225.6474,1645.0036,0.7391
UTTAR PRADESH,SANT RAVIDAS NAGAR,2020,188660,3064.2612,2196.1263,0.7167
UTTAR PRADESH,SANT RAVIDAS NAGAR,2021,223145,3630.921,2606.8874,0.718
UTTAR PRADESH,SANT RAVIDAS NAGAR,2022,246831,4185.5501,3017.9332,0.721
UTTAR PRADESH,SANT RAVIDAS NAGAR,2023,267268,4559.2531,3260.5043,0.7151
UTTAR PRADESH,SANT RAVIDAS NAGAR,2024,268377,5373.3214,3903.2587,0.7264
UTTAR PRADESH,SHAHJAHANPUR,2019,302832,6575.2004,5096.5859,0.7751
UTTAR PRADESH,SHAHJAHANPUR,2020,271238,7129.6665,5227.886,0.7333
UTTAR PRADESH,SHAHJAHANPUR,2021,269746,7585.1706,5835.2029,0.7693
UTTAR PRADESH,SHAHJAHANPUR,2022,277893,8056.4038,6104.367,0.7577
UTTAR PRADESH,SHAHJAHANPUR,2023,333311,9891.1777,7388.1733,0.7469
UTTAR PRADESH,SHAHJAHANPUR,2024,370162,11548.8222,8515.5376,0.7374
UTTAR PRADESH,SHAMLI,2023,151290,3961.3594,3124.1237,0.7886
UTTAR PRADESH,SHAMLI,2024,168989,4772.2652,3694.2098,0.7741
UTTAR PRADESH,SHRAVASTI,2019,72676,897.8911,764.6752,0.8516
UTTAR PRADESH,SHRAVASTI,2020,64774,928.3623,807.1781,0.8695
UTTAR PRADESH,SHRAVASTI,2021,76281,1168.1674,1054.6785,0.9028
UTTAR PRADESH,SHRAVASTI,2022,84569,1339.4003,1198.7929,0.895
UTTAR PRADESH,SHRAVASTI,2023,92921,1590.2623,1377.937,0.8665
UTTAR PRADESH,SHRAVASTI,2024,105877,1867.5754,1547.6074,0.8287
UTTAR PRADESH,SIDHARTHANAGAR,2019,136965,1953.0148,1412.6819,0.7233
UTTAR PRADESH,SIDHARTHANAGAR,2020,122187,2005.767,1523.5013,0.7596
UTTAR PRADESH,SIDHARTHANAGAR,2021,131116,2323.9304,1810.8009,0.7792
UTTAR PRADESH,SIDHARTHANAGAR,2022,147442,2744.574,2126.5764,0.7748
UTTAR PRADESH,SIDHARTHANAGAR,2023,163003,3361.6204,2516.2634,0.7485
UTTAR PRADESH,SIDHARTHANAGAR,2024,182510,4103.5357,3011.0777,0.7338
UTTAR PRADESH,SITAPUR,2019,313209,5029.1229,3937.5127,0.7829
UTTAR PRADESH,SITAPUR,2020,306998,5218.2975,4096.4948,0.785
UTTAR PRADESH,SITAPUR,2021,326061,5615.3076,4651.6551,0.8284
UTTAR PRADESH,SITAPUR,2022,348173,6663.7672,5538.969,0.8312
UTTAR PRADESH,SITAPUR,2023,373753,8051.5789,6374.7243,0.7917
UTTAR PRADESH,SITAPUR,2024,400592,9328.5764,7236.6581,0.7758
UTTAR PRADESH,SONBHADRA,2019,199312,5881.6102,3052.5746,0.519
UTTAR PRADESH,SONBHADRA,2020,211271,6190.1008,3237.2555,0.523
UTTAR PRADESH,SONBHADRA,2021,168603,6323.333,3401.9415,0.538
UTTAR PRADESH,SONBHADRA,2022,186648,6976.3773,3912.1921,0.5608
UTTAR PRADESH,SONBHADRA,2023,202712,7923.4137,4582.7762,0.5784
UTTAR PRADESH,SONBHADRA,2024,222218,8987.5559,5286.8994,0.5882
UTTAR PRADESH,SULTANPUR,2019,183801,3682.8234,2680.9349,0.728
UTTAR PRADESH,SULTANPUR,2020,184930,3697.5049,2644.7767,0.7153
UTTAR PRADESH,SULTANPUR,2021,195376,3935.3711,2879.4899,0.7317
UTTAR PRADESH,SULTANPUR,2022,210770,4428.7235,3296.9357,0.7444
UTTAR PRADESH,SULTANPUR,2023,245151,5607.8151,4064.2797,0.7248
UTTAR PRADESH,SULTANPUR,2024,265761,6603.8019,4760.9252,0.7209
UTTAR PRADESH,UNNAO,2019,225112,3636.3243,2706.4488,0.7443
UTTAR PRADESH,UNNAO,2020,224358,3906.2496,2896.101,0.7414
UTTAR PRADESH,UNNAO,2021,250666,4152.7554,3193.1959,0.7689
UTTAR PRADESH,UNNAO,2022,255907,4649.4467,3627.2511,0.7801
UTTAR PRADESH,UNNAO,2023,266429,5372.3393,4039.6296,0.7519
UTTAR PRADESH,UNNAO,2024,273511,6255.4055,4602.0891,0.7357
UTTAR PRADESH,VARANASI,2019,473936,20257.2407,15976.4468,0.7887
UTTAR PRADESH,VARANASI,2020,1131997,24008.0757,17713.0105,0.7378
UTTAR PRADESH,VARANASI,2021,1356642,28246.0711,20356.925,0.7207
UTTAR PRADESH,VARANASI,2022,1490068,34361.0239,25390.8969,0.7389
UTTAR PRADESH,VARANASI,2023,1607484,41615.1435,29829.9504,0.7168
UTTAR PRADESH,VARANASI,2024,1847361,49361.4064,34930.1199,0.7076
UTTARAKHAND,ALMORA,2019,48479,1460.0419,1040.3254,0.7125
UTTARAKHAND,ALMORA,2020,49619,1600.9669,1147.3694,0.7167
UTTARAKHAND,ALMORA,2021,55110,1719.5548,1240.8755,0.7216
UTTARAKHAND,ALMORA,2022,56980,1948.2679,1404.0771,0.7207
UTTARAKHAND,ALMORA,2023,62557,2265.2701,1642.4489,0.7251
UTTARAKHAND,ALMORA,2024,68238,2649.0546,1877.8502,0.7089
UTTARAKHAND,BAGESHWAR,2019,27249,652.8357,488.4076,0.7481
UTTARAKHAND,BAGESHWAR,2020,16143,473.3336,326.6811,0.6902
UTTARAKHAND,BAGESHWAR,2021,17352,504.5547,350.9194,0.6955
UTTARAKHAND,BAGESHWAR,2022,17926,562.8088,398.6983,0.7084
UTTARAKHAND,BAGESHWAR,2023,19115,658.5046,455.4593,0.6917
UTTARAKHAND,BAGESHWAR,2024,20756,751.5094,513.8322,0.6837
UTTARAKHAND,CHAMOLI,2019,29096,930.9704,666.8678,0.7163
UTTARAKHAND,CHAMOLI,2020,29021,1017.0556,714.2112,0.7022
UTTARAKHAND,CHAMOLI,2021,31671,1112.9441,779.395,0.7003
UTTARAKHAND,CHAMOLI,2022,31426,1204.8806,858.7723,0.7127
UTTARAKHAND,CHAMOLI,2023,32849,1393.9639,984.4044,0.7062
UTTARAKHAND,CHAMOLI,2024,34248,1483.5124,1032.9258,0.6963
UTTARAKHAND,CHAMPAWAT,2019,19959,634.1743,447.2101,0.7052
UTTARAKHAND,CHAMPAWAT,2020,22287,739.9343,525.3918,0.7101
UTTARAKHAND,CHAMPAWAT,2021,25111,857.077,624.2715,0.7284
UTTARAKHAND,CHAMPAWAT,2022,29269,981.0283,722.9918,0.737
UTTARAKHAND,CHAMPAWAT,2023,31803,1101.9107,779.34,0.7073
UTTARAKHAND,CHAMPAWAT,2024,34588,1243.8634,871.3677,0.7005
UTTARAKHAND,DEHRA DUN,2019,370077,25088.4351,18168.7371,0.7242
UTTARAKHAND,DEHRA DUN,2020,420335,28094.6204,19496.2016,0.6939
UTTARAKHAND,DEHRA DUN,2021,463050,30273.1212,20693.4624,0.6836
UTTARAKHAND,DEHRA DUN,2022,493322,36522.9396,23662.2664,0.6479
UTTARAKHAND,DEHRA DUN,2023,561317,41136.1616,27598.6415,0.6709
UTTARAKHAND,DEHRA DUN,2024,666299,52690.2168,36152.8349,0.6861
UTTARAKHAND,GARHWAL,2019,53980,2771.1914,2157.5948,0.7786
UTTARAKHAND,GARHWAL,2020,54034,2360.6512,1666.1025,0.7058
UTTARAKHAND,GARHWAL,2021,58675,2568.8083,1827.8371,0.7116
UTTARAKHAND,GARHWAL,2022,62970,3003.7129,2125.4454,0.7076
